title,movie_rating,release_date,genre_name,director,writer,actors,imdb_rating,box_office,run_time
Mirrors,R,2008-08-15,Horror,Alexandre Aja,Alexandre Aja,Kiefer Sutherland,6.1,35000000.0,110.0
Harold & Kumar Escape from Guantanamo Bay,R,2008-04-25,Adventure,Jon Hurwitz,Jon Hurwitz,John Cho,6.6,12000000.0,114.0
Baby Mama,PG-13,2008-04-25,Comedy,Michael McCullers,Michael McCullers,Tina Fey,6.0,30000000.0,99.0
Nim's Island,PG,2008-04-04,Adventure,Jennifer Flackett,Joseph Kwong,Jodie Foster,6.0,37000000.0,96.0
City of Ember,PG,2008-10-10,Adventure,Gil Kenan,Caroline Thompson,Saoirse Ronan,6.5,55000000.0,90.0
Quarantine,R,2008-10-10,Horror,John Erick Dowdle,John Erick Dowdle,Jennifer Carpenter,5.9,12000000.0,89.0
Bangkok Dangerous,R,2008-09-05,Action,Danny Pang,Jason Richman,Nicolas Cage,5.4,45000000.0,99.0
Nights in Rodanthe,PG-13,2008-09-26,Drama,George C. Wolfe,Ann Peacock,Diane Lane,6.0,30000000.0,97.0
Four Christmases,PG-13,2008-11-26,Comedy,Seth Gordon,Matt Allen,Reese Witherspoon,5.7,80000000.0,88.0
The Sisterhood of the Traveling Pants 2,PG-13,2008-08-06,Comedy,Sanaa Hamri,Elizabeth Chandler,America Ferrera,6.2,27000000.0,119.0
Pride and Glory,R,2008-10-24,Crime,Gavin O'Connor,Joe Carnahan,Edward Norton,6.6,30000000.0,130.0
Blindness,R,2008-10-03,Drama,Fernando Meirelles,José Saramago,Julianne Moore,6.6,25000000.0,121.0
Che: Part One,Not Rated,2009-01-24,Biography,Steven Soderbergh,Peter Buchman,Julia Ormond,7.2,35000000.0,134.0
The Edge of Love,R,2008-06-20,Biography,John Maybury,Sharman Macdonald,Keira Knightley,6.2,0.0,110.0
I Can't Think Straight,PG-13,2008-11-01,Drama,Shamim Sarif,Shamim Sarif,Lisa Ray,6.5,0.0,82.0
Strange Wilderness,R,2008-02-01,Adventure,Fred Wolf,Peter Gaulke,Steve Zahn,5.3,20000000.0,87.0
Frost/Nixon,R,2009-01-23,Biography,Ron Howard,Peter Morgan,Frank Langella,7.7,25000000.0,122.0
Gomorrah,Not Rated,2009-04-10,Crime,Matteo Garrone,Roberto Saviano,Gianfelice Imparato,7.0,0.0,137.0
Stop-Loss,R,2008-03-28,Drama,Kimberly Peirce,Mark Richard,Ryan Phillippe,6.4,25000000.0,112.0
Two Lovers,R,2009-03-20,Drama,James Gray,James Gray,Joaquin Phoenix,7.0,9800000.0,110.0
Babylon A.D.,PG-13,2008-08-29,Action,Mathieu Kassovitz,Maurice G. Dantec,Vin Diesel,5.6,70000000.0,90.0
Chocolate,R,2008-02-06,Action,Prachya Pinkaew,Napalee,JeeJa Yanin,7.0,0.0,110.0
Killshot,R,2008-11-13,Action,John Madden,Hossein Amini,Thomas Jane,6.0,0.0,95.0
The Good the Bad the Weird,R,2008-07-17,Action,Jee-woon Kim,Jee-woon Kim,Kang-ho Song,7.3,10000000.0,130.0
Passengers,PG-13,2008-09-26,Romance,Rodrigo García,Ronnie Christensen,Anne Hathaway,5.9,25000000.0,93.0
Shutter,PG-13,2008-03-21,Horror,Masayuki Ochiai,Luke Dawson,Joshua Jackson,5.2,8000000.0,85.0
Deception,R,2008-04-25,Crime,Marcel Langenegger,Mark Bomback,Hugh Jackman,6.1,25000000.0,107.0
Ghajini,Not Rated,2008-12-24,Action,A.R. Murugadoss,Piyush Mishra,Aamir Khan,7.3,0.0,186.0
