name,rating,genre,score,director,writer,star,budget,Run,released
Willie & Phil,R,Comedy,5.9,Paul Mazursky,Jean Gruault,Michael Ontkean,5500000.0,115.0,1980-08-15
Babylon,0,Drama,7.4,Franco Rosso,Franco Rosso,David N. Haynes,0.0,95.0,1980-11-01
Windwalker,PG,Adventure,6.9,Kieth Merrill,Ray Goldrup,Trevor Howard,3000000.0,108.0,1983-11-18
Phobia,R,Drama,4.0,John Huston,Gary Sherman,Paul Michael Glaser,5100000.0,94.0,1980-09-09
Windows,R,Drama,4.8,Gordon Willis,Barry Siegel,Talia Shire,0.0,96.0,1980-01-18
Loving Couples,PG,Comedy,5.2,Jack Smight,Martin Donovan,Shirley MacLaine,0.0,97.0,1980-10-24
The King and the Mockingbird,Not Rated,Animation,7.9,Paul Grimault,Hans Christian Andersen,Jean Martin,0.0,83.0,1980-03-19
"Oh, God! Book II",PG,Comedy,5.2,Gilbert Cates,Josh Greenfeld,George Burns,0.0,94.0,1980-10-03
"Those Lips, Those Eyes",R,Comedy,6.5,Michael Pressman,David Shaber,Frank Langella,0.0,105.0,1980-08-15
La Cage aux Folles II,R,Comedy,5.8,Édouard Molinaro,Jean Poiret,Michel Serrault,0.0,102.0,1981-02-15
The Gong Show Movie,R,Comedy,4.3,Chuck Barris,Chuck Barris,Chuck Barris,0.0,89.0,1980-05-23
Gilda Live,R,Comedy,6.8,Mike Nichols,Anne Beatts,Gilda Radner,0.0,96.0,1980-03-28
Why Would I Lie?,PG,Comedy,6.5,Larry Peerce,Hollis Hodges,Treat Williams,0.0,105.0,1980-08-08
First Family,R,Comedy,4.3,Buck Henry,Buck Henry,Bob Newhart,0.0,97.0,1980-12-25
Mantis Fist Fighter,0,Action,6.7,Wing-Cho Yip,Hsin-Yi Chang,Ka-Yan Leung,0.0,89.0,1982-07-09
Indiana Jones and the Raiders of the Lost Ark,PG,Action,8.4,Steven Spielberg,Lawrence Kasdan,Harrison Ford,18000000.0,115.0,1981-06-12
Body Heat,R,Crime,7.4,Lawrence Kasdan,Lawrence Kasdan,William Hurt,0.0,113.0,1981-08-28
An American Werewolf in London,R,Comedy,7.5,John Landis,John Landis,David Naughton,10000000.0,97.0,1981-08-21
Escape from New York,R,Action,7.2,John Carpenter,John Carpenter,Kurt Russell,6000000.0,99.0,1981-07-10
The Evil Dead,NC-17,Horror,7.5,Sam Raimi,Sam Raimi,Bruce Campbell,350000.0,85.0,1983-04-15
Porky's,R,Comedy,6.2,Bob Clark,Bob Clark,Dan Monahan,2500000.0,94.0,1982-03-19
Blow Out,R,Crime,7.4,Brian De Palma,Brian De Palma,John Travolta,18000000.0,108.0,1981-07-24
Clash of the Titans,PG,Action,6.9,Desmond Davis,Beverley Cross,Laurence Olivier,15000000.0,118.0,1981-06-12
Excalibur,R,Adventure,7.4,John Boorman,Thomas Malory,Nigel Terry,11000000.0,140.0,1981-04-10
Mad Max 2,R,Action,7.6,George Miller,Terry Hayes,Mel Gibson,3000000.0,96.0,1982-05-21
Das Boot,0,Adventure,8.3,Wolfgang Petersen,Wolfgang Petersen,Jürgen Prochnow,0.0,149.0,1982-02-10
Stripes,R,Comedy,6.9,Ivan Reitman,Len Blum,Bill Murray,10000000.0,106.0,1981-06-26
Possession,R,Drama,7.4,Andrzej Zulawski,Andrzej Zulawski,Isabelle Adjani,0.0,124.0,1983-10-28
The Cannonball Run,PG,Action,6.2,Hal Needham,Brock Yates,Burt Reynolds,18000000.0,95.0,1981-06-19
Thief,R,Action,7.4,Michael Mann,Frank Hohimer,James Caan,5500000.0,123.0,1981-03-27
Endless Love,R,Drama,4.9,Franco Zeffirelli,Scott Spencer,Brooke Shields,0.0,116.0,1981-07-17
Time Bandits,PG,Adventure,7.0,Terry Gilliam,Michael Palin,Sean Connery,5000000.0,110.0,1981-11-06
The Four Seasons,PG,Comedy,6.8,Alan Alda,Alan Alda,Alan Alda,0.0,107.0,1981-05-22
Friday the 13th Part 2,R,Horror,6.1,Steve Miner,Ron Kurz,Betsy Palmer,1250000.0,87.0,1981-05-01
Scanners,R,Horror,6.8,David Cronenberg,David Cronenberg,Jennifer O'Neill,0.0,103.0,1981-01-14
For Your Eyes Only,PG,Action,6.7,John Glen,Richard Maibaum,Roger Moore,28000000.0,127.0,1981-06-26
Halloween II,R,Horror,6.5,Rick Rosenthal,John Carpenter,Jamie Lee Curtis,2500000.0,92.0,1981-10-30
Taps,PG,Drama,6.8,Harold Becker,Darryl Ponicsan,George C. Scott,14000000.0,126.0,1981-12-25
Reds,PG,Biography,7.3,Warren Beatty,Warren Beatty,Warren Beatty,32000000.0,195.0,1981-12-25
On Golden Pond,PG,Drama,7.6,Mark Rydell,Ernest Thompson,Katharine Hepburn,0.0,109.0,1982-02-12
The Fox and the Hound,G,Animation,7.3,Directors,Daniel P. Mannix,Mickey Rooney,12000000.0,83.0,1981-07-10
Chariots of Fire,PG,Biography,7.2,Hugh Hudson,Colin Welland,Ben Cross,5500000.0,125.0,1982-04-09
Absence of Malice,PG,Drama,6.9,Sydney Pollack,Kurt Luedtke,Paul Newman,12000000.0,116.0,1981-12-18
Tarzan the Ape Man,Approved,Adventure,3.4,John Derek,Tom Rowe,Bo Derek,6500000.0,115.0,1981-07-24
Victory,PG,Drama,6.7,John Huston,Yabo Yablonsky,Michael Caine,10000000.0,116.0,1981-07-31
Arthur,PG,Comedy,6.9,Steve Gordon,Steve Gordon,Dudley Moore,7000000.0,97.0,1981-07-17
My Dinner with Andre,PG,Biography,7.8,Louis Malle,Wallace Shawn,Andre Gregory,0.0,110.0,1981-10-11
Caveman,PG,Comedy,5.8,Carl Gottlieb,Rudy De Luca,Ringo Starr,0.0,91.0,1981-04-17
Dead & Buried,R,Horror,6.6,Gary Sherman,Jeff Millar,James Farentino,3000000.0,94.0,1981-10-09
History of the World: Part I,R,Comedy,6.9,Mel Brooks,Mel Brooks,Mel Brooks,11000000.0,92.0,1981-06-12
The Howling,R,Horror,6.6,Joe Dante,Gary Brandner,Dee Wallace,1000000.0,91.0,1981-04-10
Dragonslayer,PG,Action,6.7,Matthew Robbins,Hal Barwood,Peter MacNicol,18000000.0,109.0,1981-06-26
Cutter's Way,R,Crime,6.9,Ivan Passer,Newton Thornburg,Jeff Bridges,3000000.0,109.0,1982-02-10
Quest for Fire,R,Adventure,7.3,Jean-Jacques Annaud,Gérard Brach,Everett McGill,12500000.0,100.0,1982-02-12
The Final Conflict,R,Horror,5.6,Graham Baker,David Seltzer,Sam Neill,5000000.0,108.0,1981-03-20
Mommie Dearest,R,Biography,6.7,Frank Perry,Christina Crawford,Faye Dunaway,5000000.0,129.0,1981-09-25
Private Lessons,R,Comedy,5.2,Alan Myerson,Dan Greenburg,Sylvia Kristel,2800000.0,87.0,1981-06-10
The Postman Always Rings Twice,R,Crime,6.6,Bob Rafelson,David Mamet,Jack Nicholson,12000000.0,122.0,1981-03-20
Ragtime,PG,Drama,7.3,Milos Forman,E.L. Doctorow,James Cagney,0.0,155.0,1981-12-25
Deadly Blessing,R,Horror,5.6,Wes Craven,Glenn M. Benest,Maren Jensen,2500000.0,100.0,1981-08-14
Eyewitness,R,Crime,6.0,Peter Yates,Steve Tesich,William Hurt,8500000.0,103.0,1981-02-13
Gallipoli,PG,Adventure,7.4,Peter Weir,David Williamson,Mel Gibson,0.0,110.0,1981-08-28
Outland,R,Action,6.6,Peter Hyams,Peter Hyams,Sean Connery,16000000.0,109.0,1981-05-22
Southern Comfort,R,Action,7.2,Walter Hill,Michael Kane,Keith Carradine,0.0,106.0,1981-09-25
S.O.B.,R,Comedy,6.4,Blake Edwards,Blake Edwards,Julie Andrews,12000000.0,122.0,1981-07-01
The Beyond,R,Horror,6.8,Lucio Fulci,Dardano Sacchetti,Catriona MacColl,400000.0,87.0,1983-11-11
Ghost Story,R,Drama,6.3,John Irvin,Peter Straub,Craig Wasson,0.0,110.0,1981-12-18
My Bloody Valentine,R,Horror,6.3,George Mihalka,Stephen A. Miller,Paul Kelman,0.0,90.0,1981-02-11
The Funhouse,R,Horror,5.9,Tobe Hooper,Lawrence J. Block,Elizabeth Berridge,0.0,96.0,1981-03-13
One from the Heart,R,Drama,6.5,Francis Ford Coppola,Armyan Bernstein,Frederic Forrest,26000000.0,107.0,1982-02-11
The French Lieutenant's Woman,R,Drama,7.0,Karel Reisz,John Fowles,Meryl Streep,0.0,124.0,1981-10-16
The Great Muppet Caper,G,Adventure,7.2,Jim Henson,Tom Patchett,Jim Henson,0.0,97.0,1981-06-26
True Confessions,R,Crime,6.3,Ulu Grosbard,John Gregory Dunne,Robert De Niro,10000000.0,108.0,1981-09-25
Looker,PG,Drama,6.1,Michael Crichton,Michael Crichton,Albert Finney,8000000.0,93.0,1981-10-30
Nighthawks,R,Action,6.4,Bruce Malmuth,David Shaber,Sylvester Stallone,5000000.0,99.0,1981-04-10
Nice Dreams,R,Comedy,6.2,Tommy Chong,Tommy Chong,Cheech Marin,0.0,88.0,1981-06-05
Sharky's Machine,R,Action,6.3,Burt Reynolds,William Diehl,Burt Reynolds,0.0,122.0,1981-12-18
Neighbors,R,Comedy,5.6,John G. Avildsen,Thomas Berger,John Belushi,8500000.0,94.0,1981-12-18
Puberty Blues,R,Comedy,5.9,Bruce Beresford,Margaret Kelly,Nell Schofield,0.0,87.0,1981-12-10
Eye of the Needle,R,Romance,7.1,Richard Marquand,Ken Follett,Donald Sutherland,0.0,112.0,1981-07-24
Wolfen,R,Horror,6.3,Michael Wadleigh,Whitley Strieber,Albert Finney,17000000.0,115.0,1981-07-24
Student Bodies,R,Comedy,5.5,Mickey Rose,Mickey Rose,Kristen Riter,0.0,86.0,1981-08-07
Prince of the City,R,Crime,7.5,Sidney Lumet,Jay Presson Allen,Treat Williams,8600000.0,167.0,1981-08-26
The Hand,R,Drama,5.5,Oliver Stone,Marc Brandel,Michael Caine,0.0,104.0,1981-04-24
Continental Divide,PG,Comedy,6.2,Michael Apted,Lawrence Kasdan,John Belushi,0.0,103.0,1981-09-18
Diva,R,Music,7.2,Jean-Jacques Beineix,Daniel Odier,Wilhelmenia Fernandez,0.0,117.0,1982-04-23
Venom,R,Horror,5.8,Piers Haggard,Alan Scholefield,Klaus Kinski,0.0,92.0,1982-01-29
Fort Apache the Bronx,R,Crime,6.7,Daniel Petrie,Heywood Gould,Paul Newman,0.0,125.0,1981-02-06
Eyes of a Stranger,R,Horror,6.0,Ken Wiederhorn,Ron Kurz,Lauren Tewes,800000.0,84.0,1981-03-27
Zorro: The Gay Blade,PG,Action,6.2,Peter Medak,Hal Dresner,George Hamilton,0.0,93.0,1981-07-17
Under the Rainbow,PG,Comedy,5.4,Steve Rash,Fred Bauer,Chevy Chase,20000000.0,98.0,1981-07-31
Carbon Copy,PG,Comedy,5.6,Michael Schultz,Stanley Shapiro,George Segal,6000000.0,92.0,1981-09-25
The Incredible Shrinking Woman,PG,Comedy,5.5,Joel Schumacher,Richard Matheson,Lily Tomlin,0.0,88.0,1981-01-30
The Night the Lights Went Out in Georgia,PG,Drama,6.0,Ron Maxwell,Bob Bonney,Kristy McNichol,0.0,112.0,1981-06-05
Quartet,R,Drama,6.3,James Ivory,Jean Rhys,Isabelle Adjani,0.0,101.0,1981-10-25
Graduation Day,R,Horror,4.9,Herb Freed,Anne Marisse,Christopher George,250000.0,96.0,1981-05-01
Modern Problems,PG,Comedy,5.1,Ken Shapiro,Ken Shapiro,Chevy Chase,8000000.0,93.0,1981-12-25
Pennies from Heaven,R,Drama,6.5,Herbert Ross,Dennis Potter,Steve Martin,22000000.0,108.0,1982-01-01
American Pop,R,Animation,7.2,Ralph Bakshi,Ronni Kern,Mews Small,1500000.0,96.0,1981-02-13
The Legend of the Lone Ranger,PG,Action,5.1,William A. Fraker,Ivan Goff,Klinton Spilsbury,18000000.0,98.0,1981-05-22
Sphinx,PG,Adventure,5.2,Franklin J. Schaffner,John Byrum,Lesley-Anne Down,14000000.0,118.0,1981-02-11
Night School,R,Horror,5.6,Ken Hughes,Ruth Avergon,Leonard Mann,0.0,88.0,1981-09-11
An Eye for an Eye,R,Action,5.5,Steve Carver,James Bruner,Chuck Norris,3800000.0,106.0,1981-08-14
Zoot Suit,R,Drama,6.8,Luis Valdez,Luis Valdez,Daniel Valdez,2700000.0,103.0,1982-01-01
Rich and Famous,R,Drama,5.9,George Cukor,Gerald Ayres,Jacqueline Bisset,0.0,117.0,1981-10-09
Buddy Buddy,R,Comedy,6.5,Billy Wilder,Francis Veber,Jack Lemmon,10000000.0,96.0,1981-12-11
Bustin' Loose,R,Comedy,6.1,Oz Scott,Lonne Elder III,Richard Pryor,11000000.0,94.0,1981-05-22
Modern Romance,R,Comedy,7.0,Albert Brooks,Albert Brooks,Albert Brooks,0.0,93.0,1981-03-13
Heartbeeps,PG,Comedy,4.3,Allan Arkush,John Hill,Andy Kaufman,12000000.0,78.0,1981-12-18
Back Roads,R,Adventure,5.6,Martin Ritt,Gary DeVore,Sally Field,0.0,94.0,1981-03-13
Take This Job and Shove It,PG,Comedy,5.0,Gus Trikonis,Barry Schneider,Robert Hays,3500000.0,100.0,1981-05-15
Raggedy Man,R,Drama,6.8,Jack Fisk,William D. Wittliff,Sissy Spacek,0.0,94.0,1981-09-18
Whose Life Is It Anyway?,R,Comedy,7.3,John Badham,Brian Clark,Richard Dreyfuss,13000000.0,119.0,1982-01-22
Inchon,PG,Drama,2.7,Terence Young,Robin Moore,Laurence Olivier,46000000.0,140.0,1982-09-17
All Night Long,R,Comedy,5.5,Jean-Claude Tramont,W.D. Richter,Gene Hackman,14000000.0,87.0,1981-03-06
The Pursuit of D.B. Cooper,PG,Adventure,5.6,Roger Spottiswoode,J.D. Reed,Robert Duvall,12000000.0,100.0,1981-11-13
Rollover,R,Drama,5.4,Alan J. Pakula,Howard Kohn,Jane Fonda,16000000.0,116.0,1981-12-11
Only When I Laugh,R,Comedy,6.5,Glenn Jordan,Neil Simon,Marsha Mason,0.0,120.0,1981-09-25
Honky Tonk Freeway,PG,Action,5.2,John Schlesinger,Edward Clinton,David Rasche,24000000.0,107.0,1981-08-21
Paternity,PG,Comedy,4.9,David Steinberg,Charlie Peters,Burt Reynolds,0.0,94.0,1981-10-02
King of the Mountain,PG,Action,5.5,Noel Nosseck,David Barry,Harry Hamlin,2000000.0,90.0,1981-05-01
Scream,R,Horror,2.9,Byron Quisenberry,Byron Quisenberry,Pepper Martin,0.0,82.0,1981-01-01
The Devil and Max Devlin,PG,Comedy,5.0,Steven Hilliard Stern,Mary Rodgers,Elliott Gould,0.0,96.0,1981-03-06
The Amateur,R,Crime,5.8,Charles Jarrott,Robert Littell,John Savage,0.0,112.0,1982-02-12
Longshot,TV-PG,Comedy,5.1,E.W. Swackhamer,Barry Rosen,Leif Garrett,0.0,100.0,1981-01-01
Comin' at Ya!,R,Western,5.1,Ferdinando Baldi,Wolfe Lowenthal,Tony Anthony,0.0,91.0,1981-07-24
Le Pont du Nord,Not Rated,Adventure,6.9,Jacques Rivette,Bulle Ogier,Bulle Ogier,0.0,129.0,1982-03-24
Silence of the North,PG,Drama,6.3,Allan King,Olive Frederickson,Ellen Burstyn,0.0,94.0,1981-10-23
Fast Times at Ridgemont High,R,Comedy,7.2,Amy Heckerling,Cameron Crowe,Sean Penn,4500000.0,90.0,1982-08-13
Blade Runner,R,Action,8.1,Ridley Scott,Hampton Fancher,Harrison Ford,28000000.0,117.0,1982-06-25
The Thing,R,Horror,8.1,John Carpenter,Bill Lancaster,Kurt Russell,15000000.0,109.0,1982-06-25
Conan the Barbarian,R,Action,6.9,John Milius,Robert E. Howard,Arnold Schwarzenegger,20000000.0,129.0,1982-05-14
E.T. the Extra-Terrestrial,PG,Family,7.8,Steven Spielberg,Melissa Mathison,Henry Thomas,10500000.0,115.0,1982-06-11
First Blood,R,Action,7.7,Ted Kotcheff,David Morrell,Sylvester Stallone,15000000.0,93.0,1982-10-22
An Officer and a Gentleman,R,Drama,7.0,Taylor Hackford,Douglas Day Stewart,Richard Gere,7500000.0,124.0,1982-08-13
Grease 2,PG,Comedy,4.4,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,13200000.0,115.0,1982-06-11
Annie,PG,Comedy,6.6,John Huston,Carol Sobieski,Aileen Quinn,50000000.0,127.0,1982-06-18
Poltergeist,PG,Horror,7.3,Tobe Hooper,Steven Spielberg,JoBeth Williams,10700000.0,114.0,1982-06-04
48 Hrs.,R,Action,6.9,Walter Hill,Roger Spottiswoode,Nick Nolte,12000000.0,96.0,1982-12-08
Star Trek II: The Wrath of Khan,PG,Action,7.7,Nicholas Meyer,Gene Roddenberry,William Shatner,11200000.0,113.0,1982-06-04
Paradise,R,Adventure,4.9,Stuart Gillard,Stuart Gillard,Willie Aames,0.0,100.0,1982-05-07
The Last American Virgin,R,Comedy,6.3,Boaz Davidson,Boaz Davidson,Lawrence Monoson,0.0,92.0,1982-07-30
Sophie's Choice,R,Drama,7.6,Alan J. Pakula,William Styron,Meryl Streep,12000000.0,150.0,1983-03-04
Gandhi,PG,Biography,8.0,Richard Attenborough,John Briley,Ben Kingsley,22000000.0,191.0,1983-02-25
Tootsie,PG,Comedy,7.4,Sydney Pollack,Don McGuire,Dustin Hoffman,21000000.0,116.0,1982-12-17
Tron,PG,Action,6.8,Steven Lisberger,Steven Lisberger,Jeff Bridges,17000000.0,96.0,1982-07-09
The Secret of NIMH,G,Animation,7.6,Don Bluth,Robert C. O'Brien,Elizabeth Hartman,7000000.0,82.0,1982-07-16
The King of Comedy,PG,Comedy,7.8,Martin Scorsese,Paul D. Zimmerman,Robert De Niro,20000000.0,109.0,1983-02-18
Rocky III,PG,Drama,6.8,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,17000000.0,99.0,1982-05-28
The Beastmaster,PG,Action,6.2,Don Coscarelli,Don Coscarelli,Marc Singer,8000000.0,118.0,1982-08-20
Creepshow,R,Comedy,6.9,George A. Romero,Stephen King,Hal Holbrook,8000000.0,120.0,1982-11-12
The Man from Snowy River,PG,Adventure,7.3,George Miller,A.B. 'Banjo' Paterson,Kirk Douglas,3500000.0,102.0,1982-11-05
Pink Floyd: The Wall,R,Drama,8.0,Alan Parker,Roger Waters,Bob Geldof,12000000.0,95.0,1982-09-17
Cat People,R,Fantasy,6.2,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,18000000.0,118.0,1982-04-02
Fanny and Alexander,R,Drama,8.1,Ingmar Bergman,Ingmar Bergman,Bertil Guve,6000000.0,188.0,1982-12-17
Friday the 13th Part III,R,Horror,5.7,Steve Miner,Martin Kitrosser,Dana Kimmell,2300000.0,95.0,1982-08-13
Firefox,PG,Action,6.0,Clint Eastwood,Alex Lasker,Clint Eastwood,18000000.0,136.0,1982-06-18
Halloween III: Season of the Witch,R,Horror,5.0,Tommy Lee Wallace,Tommy Lee Wallace,Tom Atkins,2500000.0,98.0,1982-10-22
The Dark Crystal,PG,Adventure,7.2,Jim Henson,David Odell,Jim Henson,15000000.0,93.0,1982-12-17
The Verdict,R,Drama,7.7,Sidney Lumet,Barry Reed,Paul Newman,16000000.0,129.0,1982-12-17
Pieces,Not Rated,Horror,6.1,Juan Piquer Simón,Dick Randall,Christopher George,300000.0,85.0,1983-09-23
Zapped!,R,Comedy,4.9,Robert J. Rosenthal,Bruce Rubin,Scott Baio,0.0,98.0,1982-09-03
Six Pack,PG,Comedy,5.9,Daniel Petrie,Mike Marvin,Kenny Rogers,0.0,108.0,1982-07-16
The World According to Garp,R,Comedy,7.2,George Roy Hill,John Irving,Robin Williams,17000000.0,136.0,1982-07-23
Diner,R,Comedy,7.1,Barry Levinson,Barry Levinson,Steve Guttenberg,5000000.0,110.0,1982-05-21
The Best Little Whorehouse in Texas,R,Comedy,6.0,Colin Higgins,Larry L. King,Burt Reynolds,35000000.0,114.0,1982-07-23
The Year of Living Dangerously,PG,Drama,7.1,Peter Weir,David Williamson,Mel Gibson,13000000.0,115.0,1983-02-18
Night Shift,R,Comedy,6.6,Ron Howard,Lowell Ganz,Henry Winkler,0.0,106.0,1982-07-30
Summer Lovers,R,Comedy,5.7,Randal Kleiser,Randal Kleiser,Peter Gallagher,0.0,98.0,1982-07-16
Victor Victoria,PG,Comedy,7.6,Blake Edwards,Blake Edwards,Julie Andrews,0.0,134.0,1982-03-19
The Last Unicorn,G,Animation,7.4,Jules Bass,Peter S. Beagle,Jeff Bridges,3500000.0,92.0,1982-11-19
The Entity,R,Drama,6.7,Sidney J. Furie,Frank De Felitta,Barbara Hershey,9000000.0,125.0,1983-02-04
Airplane II: the Sequel,PG,Comedy,6.2,Ken Finkleman,Ken Finkleman,Robert Hays,15000000.0,85.0,1982-12-10
The Toy,PG,Comedy,5.8,Richard Donner,Francis Veber,Richard Pryor,17000000.0,102.0,1982-12-10
The House on Sorority Row,R,Horror,6.0,Mark Rosman,Mark Rosman,Kate McNeil,425000.0,91.0,1983-07-28
Evil Under the Sun,PG,Crime,7.1,Guy Hamilton,Anthony Shaffer,Peter Ustinov,10000000.0,117.0,1982-03-05
The Sword and the Sorcerer,R,Action,5.6,Albert Pyun,Tom Karnowski,Lee Horsley,0.0,99.0,1982-04-30
Death Wish II,R,Action,6.0,Michael Winner,David Engelbach,Charles Bronson,2000000.0,89.0,1982-02-19
Silent Rage,R,Action,5.5,Michael Miller,Joseph Fraley,Chuck Norris,4500000.0,103.0,1982-04-02
Megaforce,PG,Action,3.7,Hal Needham,Bob Kachler,Barry Bostwick,20000000.0,99.0,1982-06-25
Personal Best,R,Drama,6.3,Robert Towne,Robert Towne,Mariel Hemingway,16000000.0,128.0,1982-06-26
Dead Men Don't Wear Plaid,PG,Comedy,6.9,Carl Reiner,Carl Reiner,Steve Martin,9000000.0,88.0,1982-05-21
Amityville II: The Possession,R,Horror,5.5,Damiano Damiani,Tommy Lee Wallace,James Olson,5000000.0,104.0,1982-09-24
Missing,PG,Biography,7.7,Costa-Gavras,Costa-Gavras,Jack Lemmon,9500000.0,122.0,1982-03-12
Frances,R,Biography,7.3,Graeme Clifford,Eric Bergren,Jessica Lange,0.0,140.0,1983-03-11
The Seduction,R,Thriller,4.9,David Schmoeller,David Schmoeller,Morgan Fairchild,0.0,104.0,1982-01-29
Cannery Row,PG,Comedy,6.7,David S. Ward,John Steinbeck,Nick Nolte,11300000.0,120.0,1982-02-12
Deathtrap,PG,Comedy,7.0,Sidney Lumet,Ira Levin,Michael Caine,0.0,116.0,1982-03-19
Tex,PG,Drama,6.5,Tim Hunter,S.E. Hinton,Matt Dillon,0.0,103.0,1982-07-30
Time Walker,PG,Horror,3.6,Tom Kennedy,Jason Williams,Ben Murphy,750000.0,83.0,1982-11-19
"I, the Jury",R,Crime,5.9,Richard T. Heffron,Mickey Spillane,Armand Assante,0.0,111.0,1982-04-22
Tempest,PG,Comedy,6.5,Paul Mazursky,Paul Mazursky,John Cassavetes,13000000.0,140.0,1982-09-24
Young Doctors in Love,R,Comedy,5.5,Garry Marshall,Michael Elias,Michael McKean,0.0,96.0,1982-07-16
My Favorite Year,PG,Comedy,7.4,Richard Benjamin,Norman Steinberg,Peter O'Toole,0.0,92.0,1982-10-08
Still of the Night,PG,Crime,6.1,Robert Benton,Robert Benton,Roy Scheider,10000000.0,93.0,1982-11-19
Parasite,R,Horror,3.9,Charles Band,Alan J. Adler,Robert Glaudini,800000.0,85.0,1982-03-12
Making Love,R,Drama,6.9,Arthur Hiller,Barry Sandler,Michael Ontkean,0.0,113.0,1982-03-05
Honkytonk Man,PG,Comedy,6.6,Clint Eastwood,Clancy Carlile,Clint Eastwood,2000000.0,122.0,1982-12-15
The Beast Within,R,Horror,5.6,Philippe Mora,Tom Holland,Ronny Cox,0.0,98.0,1982-02-12
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",PG,Comedy,7.2,Robert Altman,Ed Graczyk,Cher,850000.0,109.0,1983-04-06
The Final Option,R,Action,6.4,Ian Sharp,George Markstein,Lewis Collins,6000000.0,125.0,1983-09-16
Trail of the Pink Panther,PG,Comedy,5.0,Blake Edwards,Blake Edwards,Peter Sellers,6000000.0,96.0,1982-12-17
The Sender,R,Drama,6.0,Roger Christian,Thomas Baum,Kathryn Harrold,0.0,91.0,1982-10-22
The Border,R,Crime,6.4,Tony Richardson,Deric Washburn,Jack Nicholson,22000000.0,108.0,1982-02-12
Kiss Me Goodbye,PG,Comedy,6.0,Robert Mulligan,Bruno Barreto,Sally Field,0.0,101.0,1982-12-22
A Midsummer Night's Sex Comedy,PG,Comedy,6.6,Woody Allen,Woody Allen,Woody Allen,0.0,88.0,1982-07-16
Vice Squad,R,Action,6.5,Gary Sherman,Sandy Howard,Season Hubley,0.0,97.0,1982-01-22
Best Friends,PG,Comedy,5.5,Norman Jewison,Valerie Curtin,Burt Reynolds,15000000.0,116.0,1982-12-17
Shoot the Moon,R,Drama,6.9,Alan Parker,Bo Goldman,Albert Finney,12000000.0,124.0,1982-02-19
Lookin' to Get Out,R,Comedy,5.1,Hal Ashby,Al Schwartz,Jon Voight,17000000.0,105.0,1983-06-30
Barbarosa,PG,Western,6.4,Fred Schepisi,William D. Wittliff,Willie Nelson,11000000.0,90.0,1982-02-19
Visiting Hours,R,Horror,5.7,Jean-Claude Lord,Brian Taggert,Michael Ironside,0.0,103.0,1982-05-28
A Little Sex,R,Comedy,4.9,Bruce Paltrow,Robert De Laurentiis,Tim Matheson,0.0,95.0,1982-04-02
Class Reunion,R,Comedy,4.7,Michael Miller,John Hughes,Gerrit Graham,0.0,84.0,1982-10-29
Hanky Panky,PG,Action,5.6,Sidney Poitier,Henry Rosenbaum,Gene Wilder,0.0,110.0,1982-06-04
Author! Author!,PG,Comedy,6.2,Arthur Hiller,Israel Horovitz,Al Pacino,0.0,110.0,1982-06-18
Split Image,R,Drama,6.5,Ted Kotcheff,Scott Spencer,Michael O'Keefe,0.0,110.0,1982-10-03
The Challenge,R,Action,6.3,John Frankenheimer,Richard Maxwell,Scott Glenn,0.0,108.0,1982-07-23
The Soldier,R,Action,5.3,James Glickenhaus,James Glickenhaus,Ken Wahl,4000000.0,96.0,1982-08-27
Wrong Is Right,R,Comedy,5.7,Richard Brooks,Charles McCarry,Sean Connery,10000000.0,117.0,1982-05-14
Six Weeks,PG,Drama,5.7,Tony Bill,Fred Mustard Stewart,Dudley Moore,0.0,107.0,1982-12-17
The State of Things,0,Drama,7.0,Wim Wenders,Robert Kramer,Allen Garfield,0.0,121.0,1983-02-18
Jekyll and Hyde... Together Again,R,Sci-Fi,6.2,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,5000000.0,87.0,1982-10-01
Forced Vengeance,R,Action,5.6,James Fargo,Franklin Thompson,Chuck Norris,5000000.0,90.0,1982-07-30
The Missionary,R,Comedy,6.2,Richard Loncraine,Michael Palin,Michael Palin,0.0,90.0,1982-11-05
The Escape Artist,PG,Comedy,6.2,Caleb Deschanel,David Wagoner,Raul Julia,0.0,94.0,1982-05-28
Night Crossing,PG,Drama,6.5,Delbert Mann,John McGreevey,John Hurt,10000000.0,107.0,1982-02-05
Endangered Species,R,Drama,5.9,Alan Rudolph,Judd Klinger,Robert Urich,0.0,97.0,1982-09-10
Things Are Tough All Over,R,Action,6.0,Thomas K. Avildsen,Cheech Marin,Toni Attell,7000000.0,90.0,1982-08-04
Homework,R,Comedy,3.5,James Beshears,Maurice Peterson,Joan Collins,0.0,90.0,1982-08-27
Jinxed!,R,Comedy,4.7,Don Siegel,Frank D. Gilroy,Bette Midler,13400000.0,103.0,1982-10-22
The Return of Martin Guerre,Not Rated,Biography,7.4,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu,0.0,112.0,1983-08-26
They Call Me Bruce,PG,Action,5.7,Elliott Hong,David Randolph,Johnny Yune,0.0,87.0,1982-11-12
