title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice,box_office,Predictions_imbdRating,Predictions_imbd_Upcoming,label_imbd_score
The Apparition,PG-13,82.0,0.0,4.1,Todd Lincoln,Todd Lincoln,Ashley Greene,Horror,2012,1.0,0.0,0.0,11350665.0,1.0,0.0,0.0
Chasing Mavericks,PG,116.0,0.0,7.1,Michael Apted,Kario Salem,Jonny Weston,Biography,2012,1.0,0.0,0.0,7942116.0,1.0,0.0,0.0
Bachelorette,R,87.0,0.0,5.3,Leslye Headland,Leslye Headland,Kirsten Dunst,Comedy,2012,1.0,0.0,0.0,12128575.0,1.0,0.0,0.0
Upside Down,PG-13,109.0,0.0,6.4,Juan Solanas,Juan Solanas,Jim Sturgess,Drama,2013,1.0,0.0,0.0,22187813.0,1.0,0.0,0.0
Premium Rush,PG-13,91.0,0.0,6.5,David Koepp,David Koepp,Joseph Gordon-Levitt,Action,2012,1.0,0.0,0.0,31083599.0,1.0,0.0,0.0
People Like Us,PG-13,114.0,0.0,7.1,Alex Kurtzman,Alex Kurtzman,Chris Pine,Comedy,2012,1.0,0.0,0.0,12558931.0,1.0,0.0,0.0
A Thousand Words,PG-13,91.0,0.0,5.9,Brian Robbins,Steve Koren,Eddie Murphy,Comedy,2012,1.0,0.0,0.0,22044277.0,1.0,0.0,0.0
Escape from Planet Earth,PG,89.0,0.0,5.9,Cal Brunker,Bob Barlen,Brendan Fraser,Animation,2013,1.0,0.0,0.0,74939189.0,1.0,0.0,0.0
"For a Good Time, Call...",R,85.0,0.0,6.0,Jamie Travis,Katie Anne Naylon,Ari Graynor,Comedy,2012,1.0,0.0,0.0,1386088.0,1.0,0.0,0.0
The Devil Inside,R,83.0,0.0,4.2,William Brent Bell,William Brent Bell,Fernanda Andrade,Horror,2012,1.0,0.0,0.0,101758490.0,1.0,0.0,0.0
Fun Size,PG-13,86.0,0.0,5.4,Josh Schwartz,Max Werner,Victoria Justice,Adventure,2012,1.0,0.0,0.0,11417362.0,1.0,0.0,0.0
Iron Man 3,PG-13,130.0,0.0,7.1,Shane Black,Drew Pearce,Robert Downey Jr.,Action,2013,1.0,0.0,0.0,1214811252.0,1.0,0.0,0.0
The Conjuring,R,112.0,0.0,7.5,James Wan,Chad Hayes,Patrick Wilson,Horror,2013,1.0,0.0,0.0,320290989.0,1.0,0.0,0.0
The Purge,R,85.0,0.0,5.7,James DeMonaco,James DeMonaco,Ethan Hawke,Horror,2013,1.0,0.0,0.0,89328627.0,1.0,0.0,0.0
Grown Ups 2,PG-13,101.0,0.0,5.4,Dennis Dugan,Fred Wolf,Adam Sandler,Comedy,2013,1.0,0.0,0.0,246984278.0,1.0,0.0,0.0
Gravity,PG-13,91.0,0.0,7.7,Alfonso Cuarón,Alfonso Cuarón,Sandra Bullock,Drama,2013,1.0,0.0,0.0,723192705.0,1.0,0.0,0.0
The Hobbit: The Desolation of Smaug,PG-13,161.0,0.0,7.8,Peter Jackson,Fran Walsh,Ian McKellen,Adventure,2013,1.0,0.0,0.0,959007513.0,1.0,0.0,0.0
Man of Steel,PG-13,143.0,0.0,7.0,Zack Snyder,David S. Goyer,Henry Cavill,Action,2013,1.0,0.0,0.0,668045518.0,1.0,0.0,0.0
Under the Skin,R,108.0,0.0,6.3,Jonathan Glazer,Walter Campbell,Scarlett Johansson,Drama,2014,1.0,0.0,0.0,5866389.0,1.0,0.0,0.0
Blue Is the Warmest Colour,NC-17,180.0,0.0,7.7,Abdellatif Kechiche,Abdellatif Kechiche,Léa Seydoux,Drama,2013,1.0,0.0,0.0,19465835.0,1.0,0.0,0.0
Snowpiercer,R,126.0,0.0,7.1,Bong Joon Ho,Jacques Lob,Chris Evans,Action,2014,1.0,0.0,0.0,86758912.0,1.0,0.0,0.0
American Hustle,R,138.0,0.0,7.2,David O. Russell,Eric Warren Singer,Christian Bale,Crime,2013,1.0,0.0,0.0,251171807.0,1.0,0.0,0.0
Monsters University,G,104.0,0.0,7.2,Dan Scanlon,Dan Scanlon,Billy Crystal,Animation,2013,1.0,0.0,0.0,743559645.0,1.0,0.0,0.0
The Croods,PG,98.0,0.0,7.2,Kirk DeMicco,Chris Sanders,Nicolas Cage,Animation,2013,1.0,0.0,0.0,587205319.0,1.0,0.0,0.0
Evil Dead,R,91.0,0.0,6.5,Fede Alvarez,Fede Alvarez,Jane Levy,Horror,2013,1.0,0.0,0.0,97542952.0,1.0,0.0,0.0
White House Down,PG-13,131.0,0.0,6.3,Roland Emmerich,James Vanderbilt,Channing Tatum,Action,2013,1.0,0.0,0.0,205366737.0,1.0,0.0,0.0
Olympus Has Fallen,R,119.0,0.0,6.5,Antoine Fuqua,Creighton Rothenberger,Gerard Butler,Action,2013,1.0,0.0,0.0,170270201.0,1.0,0.0,0.0
Coherence,Not Rated,89.0,0.0,7.2,James Ward Byrkit,James Ward Byrkit,Emily Baldoni,Drama,2014,1.0,0.0,0.0,139745.0,1.0,0.0,0.0
Anchorman 2: the Legend Continues,PG-13,119.0,0.0,6.3,Adam McKay,Will Ferrell,Will Ferrell,Comedy,2013,1.0,0.0,0.0,173649931.0,1.0,0.0,0.0
The Mortal Instruments: City of Bones,PG-13,130.0,0.0,5.9,Harald Zwart,Jessica Postigo,Lily Collins,Action,2013,1.0,0.0,0.0,95396573.0,1.0,0.0,0.0
Riddick,R,119.0,0.0,6.4,David Twohy,David Twohy,Vin Diesel,Action,2013,1.0,0.0,0.0,98337295.0,1.0,0.0,0.0
A Good Day to Die Hard,R,98.0,0.0,5.3,John Moore,Skip Woods,Bruce Willis,Action,2013,1.0,0.0,0.0,304654182.0,1.0,0.0,0.0
Escape Plan,R,115.0,0.0,6.7,Mikael Håfström,Miles Chapman,Sylvester Stallone,Action,2013,1.0,0.0,0.0,137328301.0,1.0,0.0,0.0
47 Ronin,PG-13,128.0,0.0,6.3,Carl Rinsch,Chris Morgan,Keanu Reeves,Action,2013,1.0,0.0,0.0,151783839.0,1.0,0.0,0.0
Percy Jackson: Sea of Monsters,PG,106.0,0.0,5.8,Thor Freudenthal,Marc Guggenheim,Logan Lerman,Adventure,2013,1.0,0.0,0.0,199850315.0,1.0,0.0,0.0
Nymphomaniac: Vol. II,Not Rated,124.0,0.0,6.7,Lars von Trier,Lars von Trier,Charlotte Gainsbourg,Drama,2014,1.0,0.0,0.0,4934725.0,1.0,0.0,0.0
Locke,R,85.0,0.0,7.1,Steven Knight,Steven Knight,Tom Hardy,Drama,2014,1.0,0.0,0.0,5090608.0,1.0,0.0,0.0
The Call,R,94.0,0.0,6.7,Brad Anderson,Richard D'Ovidio,Halle Berry,Crime,2013,1.0,0.0,0.0,68572631.0,1.0,0.0,0.0
Side Effects,R,106.0,0.0,7.1,Steven Soderbergh,Scott Z. Burns,Rooney Mara,Crime,2013,1.0,0.0,0.0,63414135.0,1.0,0.0,0.0
The Heat,R,117.0,0.0,6.6,Paul Feig,Katie Dippold,Sandra Bullock,Action,2013,1.0,0.0,0.0,229930771.0,1.0,0.0,0.0
Belle,PG,100.0,0.0,7.3,Amma Asante,Misan Sagay,Gugu Mbatha-Raw,Biography,2014,1.0,0.0,0.0,16607575.0,1.0,0.0,0.0
Lee Daniels' The Butler,PG-13,132.0,0.0,7.2,Lee Daniels,Danny Strong,Forest Whitaker,Biography,2013,1.0,0.0,0.0,177313795.0,1.0,0.0,0.0
Only God Forgives,R,90.0,0.0,5.7,Nicolas Winding Refn,Nicolas Winding Refn,Ryan Gosling,Action,2013,1.0,0.0,0.0,10639616.0,1.0,0.0,0.0
42,PG-13,128.0,0.0,7.5,Brian Helgeland,Brian Helgeland,Chadwick Boseman,Biography,2013,1.0,0.0,0.0,97470701.0,1.0,0.0,0.0
Short Term 12,R,96.0,0.0,8.0,Destin Daniel Cretton,Destin Daniel Cretton,Brie Larson,Drama,2013,1.0,0.0,0.0,1645164.0,1.0,0.0,0.0
The Book Thief,PG-13,131.0,0.0,7.5,Brian Percival,Markus Zusak,Sophie Nélisse,Drama,2013,1.0,0.0,0.0,76586316.0,1.0,0.0,0.0
Lovelace,R,93.0,0.0,6.2,Rob Epstein,Andy Bellin,Amanda Seyfried,Biography,2013,1.0,0.0,0.0,1585583.0,1.0,0.0,0.0
The Family,R,111.0,0.0,6.3,Luc Besson,Luc Besson,Robert De Niro,Comedy,2013,1.0,0.0,0.0,78418811.0,1.0,0.0,0.0
The Wind Rises,PG-13,126.0,0.0,7.8,Hayao Miyazaki,Hayao Miyazaki,Hideaki Anno,Animation,2014,1.0,0.0,0.0,136533257.0,1.0,0.0,0.0
Life of Crime,R,98.0,0.0,5.8,Daniel Schechter,Daniel Schechter,Jennifer Aniston,Comedy,2014,1.0,0.0,0.0,1456675.0,1.0,0.0,0.0
Grudge Match,PG-13,113.0,0.0,6.4,Peter Segal,Tim Kelleher,Robert De Niro,Comedy,2013,1.0,0.0,0.0,44907260.0,1.0,0.0,0.0
Planes,PG,91.0,0.0,5.7,Klay Hall,John Lasseter,Carlos Alazraqui,Animation,2013,1.0,0.0,0.0,239258712.0,1.0,0.0,0.0
The Kings of Summer,R,95.0,0.0,7.1,Jordan Vogt-Roberts,Chris Galletta,Nick Robinson,Adventure,2013,1.0,0.0,0.0,1501595.0,1.0,0.0,0.0
The Grandmaster,PG-13,130.0,0.0,6.6,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,Action,2013,1.0,0.0,0.0,73906736.0,1.0,0.0,0.0
The Incredible Burt Wonderstone,PG-13,100.0,0.0,5.9,Don Scardino,Jonathan Goldstein,Steve Carell,Comedy,2013,1.0,0.0,0.0,27437881.0,1.0,0.0,0.0
Snitch,PG-13,112.0,0.0,6.4,Ric Roman Waugh,Justin Haythe,Dwayne Johnson,Action,2013,1.0,0.0,0.0,57824674.0,1.0,0.0,0.0
Last Vegas,PG-13,105.0,0.0,6.6,Jon Turteltaub,Dan Fogelman,Robert De Niro,Comedy,2013,1.0,0.0,0.0,134409025.0,1.0,0.0,0.0
Palo Alto,R,100.0,0.0,6.2,Gia Coppola,Gia Coppola,Emma Roberts,Drama,2014,1.0,0.0,0.0,919591.0,1.0,0.0,0.0
Europa Report,PG-13,90.0,0.0,6.4,Sebastián Cordero,Philip Gelatt,Sharlto Copley,Action,2013,1.0,0.0,0.0,125687.0,1.0,0.0,0.0
I Give It a Year,R,97.0,0.0,5.7,Dan Mazer,Dan Mazer,Rose Byrne,Comedy,2013,1.0,0.0,0.0,29128433.0,1.0,0.0,0.0
Starred Up,Not Rated,106.0,0.0,7.4,David Mackenzie,Jonathan Asser,Jack O'Connell,Crime,2014,1.0,0.0,0.0,3025189.0,1.0,0.0,0.0
The Inevitable Defeat of Mister & Pete,R,108.0,0.0,7.5,George Tillman Jr.,Michael Starrbury,Skylan Brooks,Drama,2013,1.0,0.0,0.0,506303.0,1.0,0.0,0.0
Romeo and Juliet,PG-13,118.0,0.0,5.8,Carlo Carlei,Arthur Brooke,Hailee Steinfeld,Drama,2013,1.0,0.0,0.0,2966268.0,1.0,0.0,0.0
Runner Runner,R,88.0,0.0,5.6,Brad Furman,Brian Koppelman,Ben Affleck,Crime,2013,1.0,0.0,0.0,62675095.0,1.0,0.0,0.0
The Tale of The Princess Kaguya,PG,137.0,0.0,8.0,Isao Takahata,Isao Takahata,Chloë Grace Moretz,Animation,2013,1.0,0.0,0.0,24706166.0,1.0,0.0,0.0
Yeh Jawaani Hai Deewani,Not Rated,160.0,0.0,7.2,Ayan Mukherjee,Hussain Dalal,Ranbir Kapoor,Drama,2013,1.0,0.0,0.0,30991781.0,1.0,0.0,0.0
The Congress,Not Rated,122.0,0.0,6.5,Ari Folman,Stanislaw Lem,Robin Wright,Animation,2014,1.0,0.0,0.0,758754.0,1.0,0.0,0.0
Ida,PG-13,82.0,0.0,7.4,Pawel Pawlikowski,Pawel Pawlikowski,Agata Kulesza,Drama,2013,1.0,0.0,0.0,11156836.0,1.0,0.0,0.0
Ain't Them Bodies Saints,R,96.0,0.0,6.4,David Lowery,David Lowery,Rooney Mara,Crime,2013,1.0,0.0,0.0,1031243.0,1.0,0.0,0.0
The Lunchbox,PG,104.0,0.0,7.8,Ritesh Batra,Ritesh Batra,Irrfan Khan,Drama,2013,1.0,0.0,0.0,11621777.0,1.0,0.0,0.0
Charlie Countryman,R,103.0,0.0,6.4,Fredrik Bond,Matt Drake,Shia LaBeouf,Action,2013,1.0,0.0,0.0,443990.0,1.0,0.0,0.0
The Grand Budapest Hotel,R,99.0,0.0,8.1,Wes Anderson,Stefan Zweig,Ralph Fiennes,Adventure,2014,1.0,0.0,0.0,172945750.0,1.0,0.0,0.0
Whiplash,R,106.0,0.0,8.5,Damien Chazelle,Damien Chazelle,Miles Teller,Drama,2014,1.0,0.0,0.0,49396747.0,1.0,0.0,0.0
Nightcrawler,R,117.0,0.0,7.8,Dan Gilroy,Dan Gilroy,Jake Gyllenhaal,Crime,2014,1.0,0.0,0.0,47398992.0,1.0,0.0,0.0
The Hobbit: The Battle of the Five Armies,PG-13,144.0,0.0,7.4,Peter Jackson,Fran Walsh,Ian McKellen,Adventure,2014,1.0,0.0,0.0,962182865.0,1.0,0.0,0.0
The Equalizer,R,132.0,0.0,7.2,Antoine Fuqua,Richard Wenk,Denzel Washington,Action,2014,1.0,0.0,0.0,192330738.0,1.0,0.0,0.0
The Maze Runner,PG-13,113.0,0.0,6.8,Wes Ball,Noah Oppenheim,Dylan O'Brien,Action,2014,1.0,0.0,0.0,348319861.0,1.0,0.0,0.0
The Imitation Game,PG-13,114.0,0.0,8.0,Morten Tyldum,Graham Moore,Benedict Cumberbatch,Biography,2014,1.0,0.0,0.0,233555708.0,1.0,0.0,0.0
Blended,PG-13,117.0,0.0,6.5,Frank Coraci,Ivan Menchell,Adam Sandler,Comedy,2014,1.0,0.0,0.0,127994610.0,1.0,0.0,0.0
The Amazing Spider-Man 2,PG-13,142.0,0.0,6.6,Marc Webb,Alex Kurtzman,Andrew Garfield,Action,2014,1.0,0.0,0.0,708982323.0,1.0,0.0,0.0
Maleficent,PG,97.0,0.0,7.0,Robert Stromberg,Linda Woolverton,Angelina Jolie,Action,2014,1.0,0.0,0.0,758411779.0,1.0,0.0,0.0
The Lego Movie,PG,100.0,0.0,7.7,Christopher Miller,Phil Lord,Chris Pratt,Animation,2014,1.0,0.0,0.0,468060692.0,1.0,0.0,0.0
Night at the Museum: Secret of the Tomb,PG,98.0,0.0,6.2,Shawn Levy,David Guion,Ben Stiller,Adventure,2014,1.0,0.0,0.0,363204635.0,1.0,0.0,0.0
The Fault in Our Stars,PG-13,126.0,0.0,7.7,Josh Boone,Scott Neustadter,Shailene Woodley,Drama,2014,1.0,0.0,0.0,307166834.0,1.0,0.0,0.0
"As Above, So Below",R,93.0,0.0,6.2,John Erick Dowdle,John Erick Dowdle,Perdita Weeks,Horror,2014,1.0,0.0,0.0,41898409.0,1.0,0.0,0.0
Transformers: Age of Extinction,PG-13,165.0,0.0,5.6,Michael Bay,Ehren Kruger,Mark Wahlberg,Action,2014,1.0,0.0,0.0,1104054072.0,1.0,0.0,0.0
Sex Tape,R,94.0,0.0,5.1,Jake Kasdan,Kate Angelo,Jason Segel,Comedy,2014,1.0,0.0,0.0,126069509.0,1.0,0.0,0.0
Wild Tales,R,122.0,0.0,8.1,Damián Szifron,Germán Servidio,Darío Grandinetti,Comedy,2014,1.0,0.0,0.0,30642704.0,1.0,0.0,0.0
Foxcatcher,R,134.0,0.0,7.0,Bennett Miller,E. Max Frye,Steve Carell,Biography,2015,1.0,0.0,0.0,19206513.0,1.0,0.0,0.0
The Monuments Men,PG-13,118.0,0.0,6.1,George Clooney,George Clooney,George Clooney,Comedy,2014,1.0,0.0,0.0,156706638.0,1.0,0.0,0.0
Dumb and Dumber to,PG-13,109.0,0.0,5.6,Bobby Farrelly,Sean Anders,Jim Carrey,Comedy,2014,1.0,0.0,0.0,169837010.0,1.0,0.0,0.0
A Walk Among the Tombstones,R,114.0,0.0,6.5,Scott Frank,Lawrence Block,Liam Neeson,Action,2014,1.0,0.0,0.0,58834384.0,1.0,0.0,0.0
Need for Speed,PG-13,132.0,0.0,6.4,Scott Waugh,George Gatins,Aaron Paul,Action,2014,1.0,0.0,0.0,203277636.0,1.0,0.0,0.0
Testament of Youth,PG-13,129.0,0.0,7.3,James Kent,Vera Brittain,Alicia Vikander,Biography,2015,1.0,0.0,0.0,5874883.0,1.0,0.0,0.0
Unfriended,R,83.0,0.0,5.5,Levan Gabriadze,Nelson Greaves,Heather Sossaman,Horror,2015,1.0,0.0,0.0,62882090.0,1.0,0.0,0.0
The Good Lie,PG-13,110.0,0.0,7.4,Philippe Falardeau,Margaret Nagle,Reese Witherspoon,Biography,2014,1.0,0.0,0.0,3396345.0,1.0,0.0,0.0
Deliver Us from Evil,R,118.0,0.0,6.2,Scott Derrickson,Scott Derrickson,Eric Bana,Action,2014,1.0,0.0,0.0,87937815.0,1.0,0.0,0.0
Kill Me Three Times,R,90.0,0.0,5.9,Kriv Stenders,James McFarland,Simon Pegg,Action,2015,1.0,0.0,0.0,101807.0,1.0,0.0,0.0
Ride Along,PG-13,99.0,0.0,6.2,Tim Story,Greg Coolidge,Ice Cube,Action,2014,1.0,0.0,0.0,154468902.0,1.0,0.0,0.0
Clown,R,100.0,0.0,5.7,Jon Watts,Christopher Ford,Andy Powers,Horror,2016,1.0,0.0,0.0,4381603.0,1.0,0.0,0.0
The Signal,PG-13,97.0,0.0,6.1,William Eubank,Carlyle Eubank,Brenton Thwaites,Drama,2014,1.0,0.0,0.0,2595622.0,1.0,0.0,0.0
She's Funny That Way,R,93.0,0.0,6.1,Peter Bogdanovich,Louise Stratten,Imogen Poots,Comedy,2015,1.0,0.0,0.0,6034851.0,1.0,0.0,0.0
3 Days to Kill,PG-13,117.0,0.0,6.2,McG,Adi Hasak,Kevin Costner,Action,2014,1.0,0.0,0.0,53260230.0,1.0,0.0,0.0
Love & Mercy,PG-13,121.0,0.0,7.4,Bill Pohlad,Oren Moverman,John Cusack,Biography,2015,1.0,0.0,0.0,28641776.0,1.0,0.0,0.0
Big Eyes,PG-13,106.0,0.0,7.0,Tim Burton,Scott Alexander,Amy Adams,Biography,2014,1.0,0.0,0.0,29253166.0,1.0,0.0,0.0
The One I Love,R,91.0,0.0,7.1,Charlie McDowell,Justin Lader,Mark Duplass,Comedy,2014,1.0,0.0,0.0,596933.0,1.0,0.0,0.0
Cake,R,102.0,0.0,6.4,Daniel Barnz,Patrick Tobin,Jennifer Aniston,Drama,2015,1.0,0.0,0.0,2433850.0,1.0,0.0,0.0
Two Night Stand,R,86.0,0.0,6.4,Max Nichols,Mark Hammer,Miles Teller,Comedy,2014,1.0,0.0,0.0,492332.0,1.0,0.0,0.0
Kill the Messenger,R,112.0,0.0,6.9,Michael Cuesta,Peter Landesman,Jeremy Renner,Biography,2014,1.0,0.0,0.0,5218973.0,1.0,0.0,0.0
Winter's Tale,PG-13,118.0,0.0,6.2,Akiva Goldsman,Akiva Goldsman,Colin Farrell,Drama,2014,1.0,0.0,0.0,30800231.0,1.0,0.0,0.0
Tammy,R,97.0,0.0,4.9,Ben Falcone,Melissa McCarthy,Melissa McCarthy,Comedy,2014,1.0,0.0,0.0,100375432.0,1.0,0.0,0.0
The Rover,R,103.0,0.0,6.4,David Michôd,David Michôd,Guy Pearce,Action,2014,1.0,0.0,0.0,2510007.0,1.0,0.0,0.0
Magic in the Moonlight,PG-13,97.0,0.0,6.5,Woody Allen,Woody Allen,Colin Firth,Comedy,2014,1.0,0.0,0.0,51029361.0,1.0,0.0,0.0
Song of the Sea,PG,93.0,0.0,8.1,Tomm Moore,Will Collins,David Rawle,Animation,2015,1.0,0.0,0.0,4190884.0,1.0,0.0,0.0
Zombeavers,R,77.0,0.0,4.8,Jordan Rubin,Al Kaplan,Rachel Melvin,Action,2015,1.0,0.0,0.0,54985.0,1.0,0.0,0.0
Frank,R,95.0,0.0,7.0,Lenny Abrahamson,Jon Ronson,Michael Fassbender,Comedy,2014,1.0,0.0,0.0,1897363.0,1.0,0.0,0.0
Get on Up,PG-13,139.0,0.0,6.9,Tate Taylor,Jez Butterworth,Chadwick Boseman,Biography,2014,1.0,0.0,0.0,33448971.0,1.0,0.0,0.0
Suffragette,PG-13,106.0,0.0,6.9,Sarah Gavron,Abi Morgan,Carey Mulligan,Drama,2015,1.0,0.0,0.0,31972096.0,1.0,0.0,0.0
Heaven Is for Real,PG,99.0,0.0,5.8,Randall Wallace,Randall Wallace,Greg Kinnear,Biography,2014,1.0,0.0,0.0,101982712.0,1.0,0.0,0.0
Dear White People,R,108.0,0.0,6.1,Justin Simien,Justin Simien,Tyler James Williams,Comedy,2014,1.0,0.0,0.0,4633961.0,1.0,0.0,0.0
The Keeping Room,R,95.0,0.0,6.0,Daniel Barber,Julia Hart,Brit Marling,Drama,2015,1.0,0.0,0.0,73922.0,1.0,0.0,0.0
Laggies,R,99.0,0.0,6.4,Lynn Shelton,Andrea Seigel,Keira Knightley,Comedy,2014,1.0,0.0,0.0,2379154.0,1.0,0.0,0.0
Crimson Peak,R,119.0,0.0,6.5,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,Drama,2015,1.0,0.0,0.0,74679822.0,1.0,0.0,0.0
Fifty Shades of Grey,R,125.0,0.0,4.1,Sam Taylor-Johnson,Kelly Marcel,Dakota Johnson,Drama,2015,1.0,0.0,0.0,569651467.0,1.0,0.0,0.0
The Witch,R,92.0,0.0,6.9,Robert Eggers,Robert Eggers,Anya Taylor-Joy,Drama,2016,1.0,0.0,0.0,40423945.0,1.0,0.0,0.0
Room,R,118.0,0.0,8.1,Lenny Abrahamson,Emma Donoghue,Brie Larson,Drama,2016,1.0,0.0,0.0,35401758.0,1.0,0.0,0.0
The Man from U.N.C.L.E.,PG-13,116.0,0.0,7.3,Guy Ritchie,Guy Ritchie,Henry Cavill,Action,2015,1.0,0.0,0.0,107045109.0,1.0,0.0,0.0
The Intern,PG-13,121.0,0.0,7.1,Nancy Meyers,Nancy Meyers,Robert De Niro,Comedy,2015,1.0,0.0,0.0,194564672.0,1.0,0.0,0.0
Mission: Impossible - Rogue Nation,PG-13,131.0,0.0,7.4,Christopher McQuarrie,Bruce Geller,Tom Cruise,Action,2015,1.0,0.0,0.0,682716636.0,1.0,0.0,0.0
Creed,PG-13,133.0,0.0,7.6,Ryan Coogler,Ryan Coogler,Michael B. Jordan,Drama,2015,1.0,0.0,0.0,173567581.0,1.0,0.0,0.0
The Age of Adaline,PG-13,112.0,0.0,7.2,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,Drama,2015,1.0,0.0,0.0,65663276.0,1.0,0.0,0.0
Focus,R,105.0,0.0,6.6,Glenn Ficarra,Glenn Ficarra,Will Smith,Comedy,2015,1.0,0.0,0.0,158762963.0,1.0,0.0,0.0
Jupiter Ascending,PG-13,127.0,0.0,5.3,Lana Wachowski,Lilly Wachowski,Channing Tatum,Action,2015,1.0,0.0,0.0,183887723.0,1.0,0.0,0.0
I Saw the Light,R,123.0,0.0,5.8,Marc Abraham,Marc Abraham,Tom Hiddleston,Biography,2016,1.0,0.0,0.0,1767963.0,1.0,0.0,0.0
The Danish Girl,R,119.0,0.0,7.1,Tom Hooper,Lucinda Coxon,Eddie Redmayne,Biography,2016,1.0,0.0,0.0,64191523.0,1.0,0.0,0.0
Straight Outta Compton,R,147.0,0.0,7.8,F. Gary Gray,Jonathan Herman,O'Shea Jackson Jr.,Biography,2015,1.0,0.0,0.0,201634991.0,1.0,0.0,0.0
Hitman: Agent 47,R,96.0,0.0,5.7,Aleksander Bach,Skip Woods,Rupert Friend,Action,2015,1.0,0.0,0.0,82347656.0,1.0,0.0,0.0
Steve Jobs,R,122.0,0.0,7.2,Danny Boyle,Aaron Sorkin,Michael Fassbender,Biography,2015,1.0,0.0,0.0,34441873.0,1.0,0.0,0.0
Brooklyn,PG-13,117.0,0.0,7.5,John Crowley,Nick Hornby,Saoirse Ronan,Drama,2015,1.0,0.0,0.0,62402155.0,1.0,0.0,0.0
Youth,R,124.0,0.0,7.3,Paolo Sorrentino,Paolo Sorrentino,Michael Caine,Comedy,2015,1.0,0.0,0.0,23459358.0,1.0,0.0,0.0
Self/less,PG-13,117.0,0.0,6.5,Tarsem Singh,Àlex Pastor,Ryan Reynolds,Action,2015,1.0,0.0,0.0,31807156.0,1.0,0.0,0.0
Run All Night,R,114.0,0.0,6.6,Jaume Collet-Serra,Brad Ingelsby,Liam Neeson,Action,2015,1.0,0.0,0.0,71561644.0,1.0,0.0,0.0
Magic Mike XXL,R,115.0,0.0,5.6,Gregory Jacobs,Reid Carolin,Channing Tatum,Comedy,2015,1.0,0.0,0.0,117813057.0,1.0,0.0,0.0
Trumbo,R,124.0,0.0,7.5,Jay Roach,John McNamara,Bryan Cranston,Biography,2015,1.0,0.0,0.0,11430025.0,1.0,0.0,0.0
Goosebumps,PG,103.0,0.0,6.3,Rob Letterman,Darren Lemke,Jack Black,Adventure,2015,1.0,0.0,0.0,158261424.0,1.0,0.0,0.0
Aloha,PG-13,105.0,0.0,5.4,Cameron Crowe,Cameron Crowe,Bradley Cooper,Comedy,2015,1.0,0.0,0.0,26250020.0,1.0,0.0,0.0
The Wedding Ringer,R,101.0,0.0,6.6,Jeremy Garelick,Jeremy Garelick,Kevin Hart,Comedy,2015,1.0,0.0,0.0,79799880.0,1.0,0.0,0.0
Sisters,R,118.0,0.0,6.0,Jason Moore,Paula Pell,Amy Poehler,Comedy,2015,1.0,0.0,0.0,105011053.0,1.0,0.0,0.0
Paper Towns,PG-13,109.0,0.0,6.2,Jake Schreier,Scott Neustadter,Nat Wolff,Adventure,2015,1.0,0.0,0.0,85512300.0,1.0,0.0,0.0
Summertime,Not Rated,105.0,0.0,6.7,Catherine Corsini,Catherine Corsini,Cécile de France,Drama,2015,1.0,0.0,0.0,3778938.0,1.0,0.0,0.0
Attack on Titan Part 1,Not Rated,98.0,0.0,5.0,Shinji Higuchi,Hajime Isayama,Haruma Miura,Action,2015,1.0,0.0,0.0,30810658.0,1.0,0.0,0.0
Eye in the Sky,R,102.0,0.0,7.3,Gavin Hood,Guy Hibbert,Helen Mirren,Action,2016,1.0,0.0,0.0,35259653.0,1.0,0.0,0.0
Tumbledown,R,105.0,0.0,6.2,Sean Mewshaw,Sean Mewshaw,Rebecca Hall,Comedy,2016,1.0,0.0,0.0,282083.0,1.0,0.0,0.0
By the Sea,R,122.0,0.0,5.3,Angelina Jolie,Angelina Jolie,Brad Pitt,Drama,2015,1.0,0.0,0.0,3334927.0,1.0,0.0,0.0
Regression,R,106.0,0.0,5.7,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,Crime,2015,1.0,0.0,0.0,17671101.0,1.0,0.0,0.0
The Transporter Refueled,PG-13,96.0,0.0,5.2,Camille Delamarre,Adam Cooper,Ed Skrein,Action,2015,1.0,0.0,0.0,72629670.0,1.0,0.0,0.0
The Lure,Not Rated,92.0,0.0,6.3,Agnieszka Smoczynska,Robert Bolesto,Marta Mazurek,Drama,2015,1.0,0.0,0.0,108846.0,1.0,0.0,0.0
The Peanuts Movie,G,88.0,0.0,7.1,Steve Martino,Craig Schulz,Noah Schnapp,Animation,2015,1.0,0.0,0.0,246233113.0,1.0,0.0,0.0
Rock the Kasbah,R,106.0,0.0,5.5,Barry Levinson,Mitch Glazer,Bill Murray,Comedy,2015,1.0,0.0,0.0,3394174.0,1.0,0.0,0.0
Love the Coopers,PG-13,107.0,0.0,5.8,Jessie Nelson,Steven Rogers,Steve Martin,Comedy,2015,1.0,0.0,0.0,42426912.0,1.0,0.0,0.0
